program_id;tercih_eden_sayisi
103310537;36
103310537;3
103390147;1125
103390147;13
103310201;599
103310201;23
103310546;1100
103310546;3
103330223;855
103330223;17
103310458;810
103310458;25
103330205;368
103330205;5
103390163;940
103390163;17
103310449;757
103310449;40
103310449;3
103330189;546
103330189;17
103330189;1
103310176;1228
103310176;30
103330011;1088
103330011;33
103310564;23
103310564;1
103310519;237
103310519;6
103310185;1357
103310185;34
103310185;1
103330029;1297
103330029;27
103310131;971
103310131;61
103390166;99
103390166;6
103310291;1159
103310291;40
103330135;691
103330135;20
103310476;1005
103310476;28
103390168;343
103390168;16
103310016;214
103310016;17
103310025;352
103310025;4
103310034;665
103310034;39
103310034;5
103310582;2891
103310582;79
103310591;1291
103310591;26
103310361;1505
103310361;61
103310361;2
103390115;1000
103390115;23
103390115;1
103390115;1
103390125;620
103390125;34
103390125;3
103310097;2616
103310097;61
103310097;2
103310501;384
103310501;6
103310501;1
103390126;448
103390126;2
103390127;414
103390127;1
103490366;886
103490366;4
103490364;1107
103490364;34
103490364;3
103410581;541
103410581;22
103410581;2
103410015;2225
103410015;134
103410024;1877
103410024;74
103410024;4
103410033;469
103410033;16
103410033;2
103490362;431
103490362;44
103410042;592
103410042;35
103410069;773
103410069;5
103410078;678
103410078;21
103410078;1
103410978;22
103410978;1
103410978;1
103410087;747
103410087;71
103490363;526
103490363;57
103410748;699
103410748;10
103410757;851
103410757;24
103410096;830
103410096;73
103410103;745
103410103;18
103410112;723
103410112;19
103410121;769
103410121;9
103410139;1041
103410139;6
103410148;135
103410148;9
103410775;688
103410775;5
103410157;763
103410157;1
103410915;719
103410166;1134
103410166;36
103410166;9
103410175;940
103410175;4
103410175;10
103410615;937
103410615;5
103410615;5
103410784;621
103410784;4
103410184;561
103410184;8
103410184;1
103410193;677
103410193;15
103410872;8
103410872;8
103410209;1322
103410209;44
103410209;5
103410218;586
103410218;11
103410227;890
103410227;53
103410236;1009
103410236;29
103410236;6
103410236;1
103410245;1082
103410245;41
103410245;1
103430064;1317
103430064;74
103430064;7
103490164;390
103490164;96
103410793;3726
103410793;119
103410793;5
103410254;1106
103410254;34
103410254;3
103430073;1158
103430073;41
103430073;1
103410263;1071
103410263;46
103410272;931
103410272;62
103430091;632
103430091;28
103410306;812
103410306;21
103410306;4
103410315;784
103410315;46
103410315;2
103410324;635
103410324;62
103410324;1
103410624;701
103410624;59
103410624;2
103490272;984
103490272;11
103490272;6
103490273;269
103490273;29
103490273;1
103410333;1078
103410333;141
103410333;2
103410342;601
103410342;25
103410351;392
103410351;15
103410369;1202
103410369;103
103410369;3
103410378;1394
103410378;39
103410378;3
103410387;1038
103410387;79
103410396;965
103410396;89
103410396;6
103410412;1014
103410412;58
103410412;3
103410942;1048
103410942;44
103410942;2
103410951;1314
103410951;14
103490365;787
103490365;94
103490365;7
103410606;633
103410606;17
103410606;3
103410924;24
103410457;3347
103410457;127
103410633;426
103410642;340
103410642;2
103410642;6
103410466;796
103410466;13
103410651;493
103410651;1
103410669;454
103410906;359
103410906;2
103410687;437
103410687;10
103410687;1
103410696;550
103410696;17
103410696;4
103410703;466
103410703;5
103410703;10
103410712;454
103410712;10
103410712;1
103510014;2141
103510014;45
103510014;10
103510023;1707
103510023;69
103510023;9
103510023;1
103590350;363
103590350;6
103510129;344
103510129;4
103510129;2
103510129;1
103590351;13
103510905;715
103510905;34
103510905;1
103590346;177
103590346;2
103510147;839
103510147;4
103530196;915
103530196;5
103530196;1
103510156;242
103510156;4
103510174;315
103510174;1
103530406;410
103530406;9
103530406;1
103510192;554
103510192;26
103510192;1
103530415;644
103530415;3
103510208;955
103510208;3
103510208;1
103530363;896
103530363;5
103530363;1
103510898;854
103510898;7
103530399;615
103530399;17
103510217;715
103510217;2
103530099;943
103530099;4
103510226;961
103510226;15
103530106;1019
103530106;8
103590184;445
103590184;20
103590184;1
103510041;677
103510059;744
103510059;31
103510059;2
103510068;716
103510068;18
103510774;706
103510774;27
103510774;4
103510077;686
103510077;12
103510086;931
103510086;2
103510095;657
103510095;4
103510102;489
103510102;5
103510111;269
103510111;13
103510138;360
103510138;4
103510165;437
103510165;10
103510165;3
103510183;1124
103510183;20
103590347;799
103590347;34
103590347;1
103590348;496
103590348;16
103590348;8
103511075;962
103511075;4
103530539;785
103530539;17
103530539;5
103590343;655
103590343;27
103590344;493
103590344;1
103511109;853
103511109;72
103511109;5
103590276;5
103510235;2792
103510235;29
103510244;983
103510244;38
103530115;635
103530115;12
103510253;836
103510253;24
103530124;509
103530124;26
103530124;2
103510262;1015
103510262;15
103530372;845
103530372;31
103510862;958
103510862;12
103510695;866
103510695;20
103510271;2216
103510271;1
103530203;1689
103530203;6
103530203;2
103510289;1190
103510289;6
103530133;1307
103530133;15
103590353;361
103590353;20
103510677;1034
103510677;9
103510677;1
103530424;1222
103530424;31
103590354;465
103590354;17
103510298;989
103510298;46
103510298;1
103530284;1097
103530284;12
103530284;3
103590355;669
103590355;29
103510305;1579
103510305;57
103510314;1119
103510314;46
103510314;2
103510323;1162
103510323;44
103530221;1100
103530221;71
103510686;1084
103510686;35
103530212;135
103530212;8
103510341;1263
103510341;18
103530142;1275
103530142;50
103510359;1168
103510359;23
103530266;1326
103530266;32
103510914;162
103510914;9
103510853;106
103510853;1
103510368;168
103510368;1
103510765;133
103510765;3
103510765;1
103510377;1347
103510377;54
103510377;1
103530151;57
103510395;1657
103510395;31
103510395;2
103530169;1353
103530169;21
103530169;1
103510729;944
103510729;21
103510729;2
103530257;889
103530257;25
103530257;2
103510826;1011
103510826;52
103510835;2559
103510835;30
103510835;5
103510844;404
103510844;2
103510747;449
103510747;10
103510889;341
103510889;8
103510871;296
103510871;3
103510756;482
103510756;1
103590352;379
103590352;3
103510817;318
103510817;1
103510411;4339
103510411;37
103510923;429
103510923;2
103590181;790
103590181;4
103590181;3
103510429;870
103510429;29
103510429;3
103610349;919
103610349;14
103690062;1126
103690062;100
103690062;22
103690062;1
103610279;1587
103610279;104
103610279;4
103610013;421
103610022;887
103610022;6
103610022;3
103610022;1
103690063;1009
103690063;13
103690063;1
103610288;1116
103610288;3
103610225;879
103610225;5
103610225;1
103610031;979
103610031;1
103610049;978
103610058;1045
103610058;1
103610058;8
103610182;375
103610182;7
103610182;3
103610313;733
103610313;17
103610313;1
103610164;306
103610164;5
103610164;4
103610067;283
103610358;473
103610358;5
103610216;802
103610216;6
103630141;801
103630141;5
103630141;7
103630141;1
103610076;757
103630053;1063
103630053;3
103630053;3
103610085;4357
103610085;127
103610085;8
103690089;484
103690089;1
103610137;261
103610137;3
103610146;348
103610146;11
103610331;833
103610331;4
103630202;1007
103630202;3
103610155;738
103610261;766
103610261;6
103630195;1162
103630195;13
103610207;1965
103610207;11
103610207;1
103690088;803
103690088;5
103690064;784
103690064;14
103690064;2
103610252;16
103610243;3
103610367;1183
103610367;24
103610376;1730
103610376;8
103610101;2781
103610101;70
103610101;41
103610101;1
103710084;343
103730107;972
103730107;12
103730105;902
103730105;26
103710075;757
103710075;9
103730079;1063
103730079;5
103730079;2
103710093;693
103730088;982
103730088;3
103710021;333
103710021;7
103710039;845
103710039;23
103710039;4
103710048;314
103710048;1
103710057;291
103710118;1197
103710118;29
103710118;8
103710109;354
103710109;5
103730108;28
103710066;41
103710066;7
103710012;63
103710012;1
103810435;1815
103810435;40
103810435;15
103810029;856
103810029;2
103810029;1
103810038;894
103810038;15
103810462;614
103810462;7
103810498;954
103810498;15
103810498;1
103810577;1404
103810577;2
103810374;968
103810374;18
103810374;11
103810047;980
103810047;9
103890127;744
103810056;384
103810056;14
103810056;2
103810065;347
103810065;6
103810074;682
103810074;12
103810074;2
103810083;473
103810083;22
103810092;377
103810092;9
103890170;946
103890170;37
103810117;990
103810117;7
103810117;2
103810117;1
103810126;1206
103810135;1515
103810135;26
103810135;1
103830103;1354
103830103;21
103810144;1048
103810144;14
103810144;1
103830112;1082
103830112;32
103810153;1154
103810153;21
103830121;856
103830121;10
103830121;3
103810489;852
103810489;9
103810489;1
103830306;648
103830306;24
103810162;755
103810162;18
103830209;683
103830209;6
103810444;2087
103810444;4
103830272;2114
103830272;7
103830272;4
103810171;1184
103810171;91
103810171;2
103810189;1709
103810189;81
103810189;2
103810198;1477
103810198;130
103810198;3
103810559;4
103810205;1480
103810205;59
103810214;11
103810223;780
103810223;7
103810223;1
103810232;122
103810241;1480
103810241;77
103810241;3
103810259;830
103810259;15
103810268;1528
103810268;107
103810586;1256
103810586;10
103810586;2
103810595;1739
103810595;7
103810602;958
103810602;10
103810602;1
103810541;599
103810541;60
103810277;3456
103810277;71
103890042;517
103890042;15
103810532;751
103810532;8
103830315;477
103830315;8
103810453;536
103810453;1
103810383;623
103810383;8
103810383;1
103810417;378
103810417;8
112410201;958
112410201;14
112410219;418
112410219;2
112410219;7
112410228;707
112410228;7
112410237;969
112410237;21
112410246;1215
112410246;10
112410246;1
112410979;865
112410979;34
112410979;4
112411314;651
112411314;42
112410952;100
112410952;35
112410952;2
112411341;22
112411341;2
112411341;1
112490448;734
112490448;63
112490448;1
112490449;42
112490449;1
112410467;736
112410467;88
112411174;9
112411174;3
112411174;5
112410934;937
112410934;39
112410934;2
112410449;1721
112410449;163
112410449;3
112490450;546
112490450;27
112490450;4
112410379;1037
112410379;101
112410379;2
112410388;578
112410388;21
112410397;1332
112410397;63
112410397;5
112411032;1212
112411032;82
112411032;13
112411041;1258
112411041;71
112411147;7
112411059;961
112411059;23
112411298;1102
112411298;33
112410431;725
112410431;36
112411077;800
112411077;22
112411077;1
201410453;121
201410453;127
201410135;3
201410135;106
201410135;4
201410144;83
201410144;71
201410153;113
201410153;572
201410153;2
201410029;50
201410029;49
201410038;32
201410038;110
201410065;47
201410065;89
201410056;55
201410056;203
201490082;10
201490082;18
201490083;74
201490083;137
201410611;67
201410611;78
201410629;229
201410629;350
201410629;8
201410532;78
201410532;71
201410541;121
201410541;333
201410541;4
201410577;38
201410577;32
201410586;237
201410586;252
201410586;7
201490088;36
201490088;38
201490088;5
201490089;62
201490089;179
201490089;2
201410286;56
201410286;200
201410286;7
201410295;245
201410295;209
201410462;537
201410462;798
201410462;75
201410232;42
201410232;72
201410241;511
201410241;294
201410329;77
201410329;82
201410338;129
201410338;425
201410083;95
201410083;88
201410083;1
201410092;40
201410092;202
201410171;72
201410171;50
201410189;206
201410189;235
201410268;50
201410268;85
201410277;75
201410277;99
201410656;102
201410656;121
201410665;64
201410665;82
201410205;77
201410205;118
201410214;14
201410214;9
209010056;52
209010056;87
209010057;49
209010057;290
209010057;3
209010010;347
209010010;370
209010055;320
209010055;351
209010055;2
209010012;25
209010012;24
209010013;33
209010013;179
209010015;14
209010015;11
209010016;46
209010016;146
209010053;37
209010053;17
209010054;37
209010054;190
209010054;1
209010022;233
209010022;256
209010022;2
209010021;65
209010021;270
209010024;412
209010024;341
209010039;89
209010039;59
209010025;102
209010025;344
209010025;1
209010027;157
209010027;216
209010028;60
209010028;176
209010028;1
209010058;55
209010058;53
209010059;118
209010059;451
209010059;2
209010043;53
209010043;41
209010044;51
209010044;374
209010044;5
209010044;1
209010030;144
209010030;166
209010031;20
209010031;212
209010033;97
209010033;49
209010034;160
209010034;600
209010034;14
103910867;1796
103910867;38
103910867;17
103910867;2
103910028;552
103910037;522
103910037;6
103990109;683
103990109;5
103910443;871
103910443;2
103990110;762
103990110;4
103990110;3
103910046;578
103910046;3
103910055;720
103910064;801
103910064;1
103910064;1
103910082;287
103910082;2
103910125;348
103910125;1
103910134;387
103910134;4
103910134;1
103910919;638
103910919;17
103910928;412
103910928;26
103910707;551
103910601;483
103910601;11
103990108;795
103910628;868
103910628;10
103910937;703
103910937;1
103910716;2608
103910716;18
103910716;6
103930571;1564
103930571;2
103910725;939
103910725;5
103930589;987
103930589;14
103930589;4
103990153;855
103990153;15
103990153;10
103910479;799
103910479;15
103930368;983
103930368;10
103910188;853
103910188;5
103910188;1
103930323;973
103930323;26
103930323;10
103910073;590
103910091;912
103930305;954
103930305;1
103910804;947
103910734;907
103910734;8
103910734;3
103910143;821
103910143;3
103910152;888
103910152;6
103930102;901
103910161;924
103910161;9
103930111;910
103930111;1
103910858;1271
103910858;33
103910858;2
103910197;1189
103910197;13
103930253;1001
103930253;39
103930253;6
103910488;40
103910204;4
103910213;1072
103910213;26
103930129;142
103930129;6
103910222;778
103910222;3
103910222;1
103930138;62
103930138;3
103910258;123
103910452;101
103910831;651
103910831;49
103910876;900
103910876;28
103910885;1318
103910885;21
103990113;1294
103990113;5
103910894;1484
103910894;8
103990181;849
103990181;44
103990181;3
103990182;787
103990182;46
103910822;732
103930614;501
103910434;159
103910743;706
103910743;9
103930598;641
103930598;3
103930598;1
103910752;91
103910646;285
103910646;4
103910664;34
103910585;787
103910585;47
103930456;876
103930456;45
103930456;2
103910637;165
103910637;34
103910637;7
103910594;305
103910594;7
103930465;336
103910364;3244
103910364;28
103910364;1
103910373;1527
103910373;23
103910373;4
104110015;2775
104110015;48
104110015;17
104110024;2128
104110024;88
104110024;8
104110024;2
104110078;741
104110078;21
104110103;447
104110103;17
104110112;1003
104110112;34
104110121;786
104110121;14
104110121;1
104110139;1072
104110139;44
104190490;329
104190490;19
104190490;2
104190490;1
104110193;432
104110193;8
104112038;19
104110209;326
104110209;35
104110218;283
104110227;266
104110236;190
104110236;8
104110245;252
104110245;10
104110245;4
104110254;902
104110254;4
104110254;1
104110263;312
104110272;421
104110272;12
104110299;1117
104110299;33
104110299;1
104110306;1176
104110306;44
104110315;298
104110315;9
104110324;326
104110324;16
104110324;1
104110324;1
104111216;1119
104111216;26
104112153;1457
104112153;9
104110333;1249
104110333;14
104110342;1112
104110342;37
104110342;4
104110351;923
104110351;12
104110369;220
104110369;1
104110378;152
104110378;2
104110387;811
104110387;15
104190489;1024
104190489;168
104110687;1622
104110687;177
104110687;6
104110687;2
104110696;1325
104110696;101
104112029;16
104110624;1077
104110624;130
104110624;2
104110633;1086
104110633;108
104110633;1
104112074;491
104112074;64
104110642;1348
104110642;125
104110642;1
104112108;526
104112108;34
104110651;1181
104110651;121
104112083;551
104112083;47
104110669;1136
104110669;44
104112065;708
104112065;60
104110678;1404
104110678;113
104112092;774
104112092;61
104111243;1391
104111243;174
104111252;1406
104111252;106
104111252;2
104111225;2971
104111225;79
104190334;1055
104190334;25
104190334;1
104112162;635
104112162;19
104112171;536
104112171;9
104111719;374
104111719;3
104111694;918
104111694;112
104111694;1
104111701;195
104111701;5
104111297;1131
104111297;89
104111297;9
104111288;241
104111288;9
104111852;695
104111852;48
104111861;150
104111861;11
104111349;763
104111349;29
104111358;181
104111322;881
104111322;106
104111322;3
104111367;976
104111367;99
104111376;309
104111376;9
104111261;863
104111261;37
104111279;257
104111279;2
104111313;787
104111313;75
104111304;243
104111304;12
104110836;3733
104110836;210
104111976;15
104111234;1359
104111234;128
104111234;1
111210010;2070
111210010;29
111210018;1095
111210018;3
111210012;1062
111210012;42
111210011;283
111210011;32
111210015;174
111210015;8
111210016;760
111210016;8
111210017;1599
111210017;10
104210323;1908
104210323;11
104210323;9
104210014;364
104210014;9
104210014;1
104210023;399
104210023;11
104210023;3
104210614;824
104210614;20
104210632;564
104210632;24
104210032;874
104210032;10
104290229;302
104290229;8
104210041;772
104210041;15
104290191;388
104290191;24
104210068;686
104210068;18
104210077;846
104210077;30
104210077;2
104210095;813
104210095;10
104210508;667
104210508;29
104210341;753
104210341;48
104210314;776
104210314;16
104210314;2
104210086;454
104210086;21
104290226;645
104290226;45
104290226;3
104290227;565
104290227;27
104290227;4
104290228;555
104290228;49
104290228;10
104290139;657
104290139;32
104290139;6
104210456;2332
104210456;85
104210456;3
104210102;947
104210102;45
104210111;792
104210111;75
104290224;463
104290224;25
104290224;1
104290190;321
104290190;6
104290190;1
104210332;696
104210332;61
104210517;1447
104210517;3
104230187;821
104230187;9
104290223;605
104290223;11
104290223;1
104210483;912
104210483;13
104210483;1
104210668;786
104210668;9
104210359;525
104210571;675
104210571;2
104210429;981
104210429;62
104290230;840
104290230;50
104290230;2
104210129;1024
104210129;29
104230054;1011
104230054;36
104230054;4
104210138;785
104210138;30
104210138;3
104230169;778
104230169;86
104230169;3
104210156;210
104210156;1
104210165;893
104210165;83
104210174;1305
104210174;66
104210174;5
104230081;1112
104230081;37
104230081;4
104210641;88
104210641;5
104210553;127
104210553;16
104210183;325
104210183;5
104210183;1
104210544;749
104210544;12
104210474;803
104210474;15
104210474;1
104210492;774
104210492;4
104210623;925
104210623;12
104210386;1245
104210386;24
104210395;2862
104210395;31
104210192;2712
104210192;28
104210447;598
104210447;22
104210447;1
104410145;724
104410145;58
104410075;714
104410075;77
104410075;2
104410066;1337
104410066;215
104410066;1
104410154;879
104410154;89
104410154;1
104410207;879
104410207;107
104410207;1
104410163;527
104410163;49
104410109;747
104410109;46
104410048;989
104410048;82
104410209;523
104410209;91
104410209;1
104410172;935
104410172;64
104410208;950
104410208;102
104410181;687
104410181;30
104410199;1135
104410199;80
104410057;870
104410057;65
104410118;161
104410118;8
104410206;222
104410206;31
104410127;442
104410127;76
104410136;619
104410136;103
104410136;2
104590129;322
104590129;4
104590131;373
104590131;4
104510011;492
104510011;1
104510277;1015
104510277;3
104510029;1322
104510029;12
104590122;963
104510038;1166
104510038;11
104510047;1011
104510047;5
104510047;1
104510056;1009
104510056;1
104510056;3
104510065;1038
104510065;5
104510074;245
104510162;909
104530193;583
104530193;10
104510435;1057
104510435;17
104510198;285
104510198;4
104510365;868
104510365;3
104510108;921
104510108;4
104530015;929
104530015;17
104510117;952
104510117;9
104530051;538
104530051;28
104530051;2
104590128;790
104590128;14
104590123;419
104590123;1
104510126;436
104510126;3
104510153;427
104510153;6
104510153;1
104510374;1074
104510374;7
104510268;753
104510268;4
104510347;1426
104510347;9
104530245;1194
104530245;23
104530245;1
104590124;907
104590124;49
104510392;819
104510392;16
104510392;2
104510417;51
104510417;1
104590096;41
104510214;1452
104510214;3
104510205;2006
104510205;29
104510205;4
104510259;265
104510259;12
104590136;124
104590136;4
104510189;2211
104510189;38
104510189;14
104510383;1100
104510383;22
104510383;6
104510311;1021
104510311;25
104510311;2
104510329;985
104510329;18
104510329;2
104590125;835
104590125;27
104590099;499
104590099;4
104790059;875
104710275;218
104790043;1346
104790043;3
104790043;1
104790041;1343
104790041;45
104710327;765
104710327;6
104710203;1184
104710203;9
104730173;899
104730173;7
104710196;1199
104710196;8
104730164;1330
104730164;33
104730164;3
104710309;375
104710309;1
104710266;596
104710151;700
104710151;8
104790034;415
104790034;2
104790030;501
104790030;7
104710248;2300
104710248;5
104710248;1
104730216;2546
104730216;19
104730216;4
104730216;2
104790032;1152
104790032;8
104790033;999
104790033;11
104790033;3
104790033;1
104710063;1162
104710063;43
104730058;1083
104730058;16
104710318;928
104710318;9
104730279;1121
104730279;15
104730279;5
104710018;27
104710018;6
104710336;1097
104710336;3
104710336;4
104790017;1023
104790017;10
104790017;6
104710345;1350
104710345;10
104710345;1
104710354;1872
104710354;14
104710354;3
104710363;1004
104710363;16
104710363;2
104710372;1187
104710372;4
104730304;860
104730304;24
104730304;3
104710381;1003
104710381;29
104730313;1168
104730313;5
104730313;12
104790060;557
104790060;1
104790060;2
104790031;802
104790031;3
104790061;722
104790061;40
104790061;2
104810017;1505
104810017;215
104810026;2079
104810026;104
104810026;7
104810026;1
104810035;668
104810035;33
104890457;463
104890457;43
104890457;2
104810044;663
104810044;80
104890265;564
104890265;55
104810053;492
104810053;29
104810062;893
104810062;18
104810062;6
104810838;623
104810838;18
104810838;2
104810071;611
104810071;38
104810089;521
104810089;28
104810089;3
104890458;425
104890458;45
104890458;3
104810098;499
104810098;43
104810105;712
104810105;78
104890460;469
104890460;64
104810141;685
104810141;173
104810159;799
104810159;28
104810159;6
104810168;764
104810168;28
104810177;646
104810177;42
104810186;736
104810186;35
104810195;727
104810195;25
104810195;1
104810202;418
104810202;10
104810211;594
104810211;30
104810229;251
104810229;10
104810238;869
104810238;26
104810247;241
104810247;1
104810256;397
104810256;18
104810265;878
104810265;23
104810265;1
104810274;789
104810274;37
104810283;259
104810283;2
104810292;285
104810292;18
104810308;954
104810308;18
104811033;694
104811033;11
104810317;768
104810317;19
104810326;1054
104810326;13
104810326;4
104810971;558
104810971;14
104810335;757
104810335;71
104810344;952
104810344;28
104810344;5
104810353;910
104810353;51
104810362;1088
104810362;69
104810371;973
104810371;93
104810714;1850
104810714;151
104810714;15
104810714;1
104810389;626
104810389;197
104810389;8
104810705;2679
104810705;115
104810705;11
104810705;1
104810759;1979
104810759;184
104810398;1085
104810398;28
104810414;864
104810414;67
104810432;967
104810432;118
104810432;5
104810441;771
104810441;42
104810441;2
104811042;958
104811042;43
104810468;944
104810468;78
104810468;1
104810989;2159
104810989;32
104810989;3
104810486;773
104810486;63
104810486;2
104890266;620
104890266;80
104810917;717
104810917;250
104810811;872
104810811;70
104810511;898
104810511;153
104810511;2
104810529;720
104810529;97
104810529;3
104810538;602
104810538;104
104810795;782
104810795;25
104810547;906
104810547;82
104810556;293
104810556;19
104810829;947
104810829;92
104810565;633
104810565;33
104810574;996
104810574;101
104810583;653
104810583;64
104890268;774
104890268;84
104810592;754
104810592;73
104810592;1
104890383;247
104890383;57
104810732;1650
104810732;173
104810732;19
104810732;1
104810723;880
104810723;54
104810723;3
104810802;1193
104810802;87
104810802;5
104810741;821
104810741;105
104810908;20
104810908;2
104810786;1299
104810786;85
104810786;7
104810786;1
104810617;1933
104810617;159
104810626;1196
104810626;165
104910079;539
104910079;2
104970162;897
104970162;10
104970162;5
104970176;1213
104970176;12
104970176;2
104970177;1070
104970177;2
104970177;1
104910034;821
104910034;2
104910034;6
104910043;744
104910043;5
104910043;6
104910158;92
104970164;24
104910149;82
104910122;2331
104910122;8
104910122;1
104970166;17
201910024;42
201910024;56
201910509;93
201910509;271
201990497;39
201990497;58
201990498;135
201990498;276
201990498;1
201910103;32
201910103;45
201910112;323
201910112;323
201910112;1
201990475;65
201990475;63
201990476;181
201990476;324
201990476;3
201910078;8
201910078;116
201910087;111
201910087;89
201910915;85
201910915;406
201910915;4
201990501;39
201990501;95
201990502;112
201990502;398
201990502;4
201910863;61
201910863;50
201910872;141
201910872;273
201990511;35
201990511;69
201990511;1
201990512;35
201990512;164
201990513;34
201990513;73
201990514;86
201990514;452
201990514;1
201910439;55
201910439;67
201910448;58
201910448;398
201910139;53
201910139;72
201910536;160
201910536;202
201910157;50
201910157;28
201910545;103
201910545;220
201910545;4
201910642;73
201910642;67
201910651;183
201910651;256
201990485;25
201990485;70
201990486;110
201990486;301
201990499;39
201990499;49
201990500;112
201990500;175
201990496;44
201990496;49
201990523;114
201990523;414
201910996;90
201910996;80
201911004;232
201911004;485
201911004;1
201910218;63
201910218;80
201910606;107
201910606;196
201990481;82
201990481;96
201990482;261
201990482;342
201990483;76
201990483;84
201990484;132
201990484;275
201990484;2
201990477;28
201990477;75
201990478;202
201990478;294
201990479;42
201990479;53
201990480;93
201990480;97
201990507;52
201990507;113
201990508;200
201990508;530
201990508;4
201910324;64
201910324;141
201910324;1
201910333;104
201910333;668
201910333;2
201990505;60
201990505;82
201990506;75
201990506;630
201990506;3
201910351;31
201910351;71
201910369;269
201910369;435
201910387;76
201910387;66
201910396;150
201910396;486
201910396;3
201990487;94
201990487;117
201910306;76
201910306;149
201910306;1
201910757;313
201910757;725
201910757;5
201990515;57
201990515;100
201990516;122
201990516;732
201990516;9
201911094;191
201911094;72
201911094;1
201911119;543
201911119;838
201911119;43
201911119;4
105090088;1595
105090088;101
105090088;67
105090088;2
105090092;788
105090092;12
105090092;8
105090091;874
105090091;5
105090091;1
105010252;591
105010252;5
105010252;3
105010349;285
105010013;248
105010013;3
105010013;6
105010022;613
105010058;334
105010058;8
105010058;6
105090099;256
105090099;5
105090099;5
105010385;411
105010385;4
105010067;828
105010067;12
105010067;3
105010076;626
105010076;2
105090103;554
105090103;12
105090103;2
105090135;826
105090135;20
105090135;3
105010085;505
105010085;5
105010094;403
105010094;20
105010358;855
105010358;1
105010358;4
105010101;979
105010101;30
105010101;2
105010376;2378
105010376;1
105010376;8
105030159;1322
105030159;6
105010155;820
105010155;8
105010367;69
105010437;40
105010137;126
105010137;1
105010419;1588
105010419;28
105010428;295
105010428;5
105010164;3021
105010164;40
105010164;22
105010164;1
105090137;650
105090137;3
105090090;601
105090090;1
105010173;1210
105010173;6
105010173;5
105010394;714
105010394;1
105010394;1
105010261;420
105010261;2
105010279;341
105010279;4
105010279;6
105010288;438
105010288;3
105090136;223
105010304;508
105010304;1
105010304;2
201650171;120
201650171;78
201650171;7
201650171;2
201610821;60
201610821;11
201610821;3
201610848;207
201610848;72
201610787;142
201610787;153
201610787;6
201610796;110
201610796;36
201610812;253
201610812;128
201610812;11
201610857;79
201610857;89
201610857;4
201610866;73
201610866;13
201610884;323
201610884;121
201610884;14
201610654;42
201610654;120
201610663;96
201610663;23
201610681;332
201610681;129
201610681;4
201650172;194
201650172;90
201650172;5
201610699;239
201610699;35
201610715;208
201610715;60
201610715;7
201610575;98
201610575;272
201610575;3
201610584;130
201610584;50
201610593;40
201610593;66
201610169;87
201610169;47
201610169;1
201610178;133
201610178;50
201610178;7
201610415;413
201610415;418
201610415;53
201610424;243
201610424;69
201610424;2
201610433;774
201610433;263
201610433;49
201610203;59
201610203;56
201610212;38
201610212;58
201610248;79
201610248;28
201610257;33
201610257;94
201610618;164
201610618;408
201610618;16
201610627;166
201610627;38
201610627;1
201610645;84
201610645;62
201610645;3
201610751;35
201610751;13
201610769;70
201610769;61
201610284;35
201610284;32
201610293;52
201610293;110
201610724;11
201610724;10
201610733;71
201610733;82
201650169;13
201650169;11
201650170;26
201650170;38
201610363;135
201610363;54
201610372;89
201610372;96
201610372;1
201610106;83
201610106;40
201610106;2
201610399;99
201610399;81
201610399;5
201610124;136
201610124;85
201650180;9
201650180;22
201650178;64
201650178;35
201650179;61
201650179;69
201610893;45
201610893;114
201610909;92
201610909;58
201610918;219
201610918;180
201610918;2
201610936;56
201610936;122
201610945;109
201610945;40
201610954;322
201610954;146
201610954;5
201610972;362
201610972;456
201610972;11
201610981;200
201610981;23
201610999;205
201610999;43
107710469;1761
107710469;46
107710469;39
107710469;2
107710327;672
107710327;13
107710327;2
107790242;491
107790242;19
107790242;4
107710018;938
107710018;15
107710018;1
107710487;925
107710487;15
107710027;890
107710027;3
107710027;4
107790241;619
107790241;3
107790241;5
107710036;774
107710036;1
107710478;207
107710045;438
107710045;3
107710054;220
107710054;5
107710381;799
107710381;1
107710503;870
107710503;1
107710503;2
107710072;167
107710072;2
107710072;1
107710284;765
107710284;2
107710284;3
107710521;849
107710521;4
107710521;4
107710521;4
107710081;1017
107710081;6
107710539;908
107710099;682
107710099;2
107710106;697
107710106;8
107710106;1
107790209;593
107790209;3
107710548;1068
107710548;3
107710548;3
107790274;621
107790274;12
107790274;7
107790275;631
107790275;8
107710557;1260
107710557;6
107710557;7
107790208;894
107790208;17
107710415;812
107710415;48
107710415;4
107710196;822
107710196;4
107710196;3
107710442;947
107710442;18
107710442;13
107710309;1465
107710309;24
107710309;1
107710239;1379
107710239;9
107710169;3574
107710169;51
107710169;17
107790272;620
107790272;1
107710178;741
107710178;11
107710178;2
107710336;223
107710345;470
107710345;3
107710345;6
107710433;377
107710433;3
107710451;563
107710451;2
107710354;284
107710354;5
105110215;95
105110163;315
105110163;1
105190092;823
105190092;13
105190092;4
105110224;778
105110224;38
105110224;1
105110145;970
105110021;790
105110021;3
105130061;653
105130061;6
105190094;703
105190094;12
105110048;583
105110048;2
105110075;957
105110075;9
105110066;903
105110066;7
105190060;650
105190060;5
105190060;5
105190093;827
105190093;10
105190093;4
105190095;455
105190095;7
105110084;1308
105130088;1582
105190097;663
105190097;42
105190097;1
105110242;77
105190083;47
