program_id;sehir_adi;yerlesen_sayisi
106510090;Manisa;1
106510090;Sivas;1
106510090;Çanakkale;1
106510090;Kocaeli;1
106510090;Kayseri;22
106510090;Aksaray;1
106510090;Elazığ;3
106510090;Ankara;2
106510090;Konya;1
106510090;İzmir;1
106510090;Tekirdağ;1
106510090;Van;1
106510090;Mersin;1
106510090;Tokat;1
106510090;Malatya;1
106510090;Çankırı;1
106510090;Osmaniye;1
106510089;Ankara;4
106510089;Tunceli;1
106510089;Yalova;1
106510089;Balıkesir;1
106510089;Sivas;2
106510089;Kahramanmaraş;1
106510089;Gümüşhane;1
106510089;Kayseri;38
106510089;Mersin;1
106510089;İstanbul;1
106510089;Elazığ;1
106510014;Mersin;1
106510014;Konya;3
106510014;İzmir;1
106510014;Gaziantep;1
106510014;Van;1
106510014;Adana;1
106510014;Kayseri;26
106510014;İstanbul;1
106510014;Şanlıurfa;2
106510014;Çorum;1
106510014;Bursa;1
106510014;Kahramanmaraş;1
106510014;Aksaray;1
106510014;Denizli;1
106510014;Ağrı;1
106510014;Kırşehir;1
106510014;Giresun;1
106510014;Samsun;1
106510014;Amasya;1
106510014;Sivas;2
106510014;Ankara;4
106510014;Hatay;2
106510014;Aydın;3
106510014;Niğde;1
106510014;Uşak;1
106510014;Osmaniye;2
106510077;Niğde;3
106510077;Aydın;1
106510077;Gaziantep;1
106510077;Denizli;2
106510077;Zonguldak;1
106510077;Kütahya;1
106510077;Kayseri;18
106510077;Mersin;4
106510077;Antalya;1
106510077;Adana;5
106510077;Muğla;1
106510077;Ankara;2
106510077;Tokat;1
106510077;Amasya;2
106510077;Düzce;1
106510077;Erzurum;2
106510077;Kocaeli;1
106510077;Siirt;1
106510077;Elazığ;1
106510077;Konya;3
106510077;Bitlis;1
106510077;Tekirdağ;1
106510077;Şanlıurfa;1
106510077;Afyonkarahisar;1
106510077;Samsun;1
106510077;Diyarbakır;1
106510077;Erzincan;1
106510077;Sinop;1
106510077;Manisa;1
106510077;Kırşehir;1
106510077;Bursa;2
106510077;İzmir;1
106510077;İstanbul;4
106510077;Malatya;1
106510077;Trabzon;1
106510077;Isparta;1
106510068;Bursa;1
106510068;Elazığ;1
106510068;Bilecik;1
106510068;İzmir;1
106510068;Kahramanmaraş;2
106510068;Balıkesir;2
106510068;Adıyaman;1
106510068;Aksaray;1
106510068;Diyarbakır;2
106510068;Nevşehir;2
106510068;Çanakkale;2
106510068;Afyonkarahisar;1
106510068;Batman;1
106510068;Karaman;1
106510068;Kayseri;26
106510068;İstanbul;3
106510068;Manisa;1
106510068;Niğde;1
106510068;Adana;1
106510068;Şanlıurfa;1
106510068;Hatay;1
106510068;Eskişehir;1
106510068;Yozgat;2
106510068;Artvin;1
106510068;Ankara;4
106510068;Konya;10
106510068;Malatya;1
106510023;Kayseri;18
106510023;Sakarya;1
106510023;İzmir;2
106510023;Aydın;1
106510023;Denizli;1
106510023;Isparta;1
106510023;Konya;5
106510023;Sivas;1
106510023;İstanbul;6
106510023;Elazığ;1
106510023;Hatay;1
106510023;Nevşehir;3
106510023;Kahramanmaraş;2
106510023;Gaziantep;1
106510023;Kırşehir;1
106510023;Malatya;1
106510023;Diyarbakır;2
106510023;Adana;2
106510023;Niğde;3
106510023;Bursa;1
106510023;Eskişehir;2
106510023;Ankara;6
106510032;Ankara;4
106510032;Kayseri;44
106510032;Van;1
106510032;Sivas;2
106510032;Muğla;1
106510032;Nevşehir;2
106510032;Ağrı;1
106510032;Osmaniye;1
106510032;Balıkesir;1
106510032;Elazığ;2
106510032;Yozgat;1
106510032;Giresun;1
106510032;Kahramanmaraş;1
106510041;Zonguldak;2
106510041;Karaman;1
106510041;Samsun;1
106510041;İstanbul;5
106510041;Sivas;1
106510041;Konya;1
106510041;İzmir;2
106510041;Adana;1
106510041;Mersin;2
106510041;Ankara;2
106510041;Kayseri;25
106510041;Nevşehir;2
106510041;Kahramanmaraş;1
106510041;Kırşehir;1
106510041;Eskişehir;2
106510041;Kocaeli;1
106510041;Aksaray;1
106510041;Sakarya;1
106510041;Mardin;1
106510041;Yozgat;1
106510041;Kars;1
106510041;Balıkesir;1
106510041;Malatya;1
106510041;Kırıkkale;1
106510041;Niğde;1
106510041;Tekirdağ;1
106510041;Trabzon;1
106510041;Bursa;1
106510087;Diyarbakır;1
106510087;Kütahya;1
106510087;Burdur;1
106510087;Gaziantep;1
106510087;Yozgat;1
106510087;İstanbul;4
106510087;Adana;2
106510087;Antalya;2
106510087;Kahramanmaraş;1
106510087;İzmir;1
106510087;Karaman;1
106510087;Muğla;1
106510087;Erzurum;1
106510087;Mersin;2
106510087;Kocaeli;2
106510087;Tekirdağ;1
106510087;Konya;2
106510087;Nevşehir;1
106510087;Ankara;7
106510087;Sivas;1
106510087;Hatay;1
106510087;Çorum;1
106510087;Kayseri;24
106510087;Kilis;1
106510087;Aksaray;1
106510086;İstanbul;1
106510086;Mersin;2
106510086;Konya;1
106510086;Nevşehir;1
106510086;Çorum;1
106510086;Sivas;2
106510086;Diyarbakır;2
106510086;Tekirdağ;1
106510086;Muğla;2
106510086;Eskişehir;1
106510086;Antalya;1
106510086;Niğde;1
106510086;Manisa;2
106510086;Kahramanmaraş;2
106510086;Samsun;1
106510086;Adana;4
106510086;Malatya;1
106510086;Trabzon;1
106510086;Isparta;1
106510086;Ordu;1
106510086;Gaziantep;1
106510086;İzmir;1
106510086;Hatay;1
106510086;Osmaniye;1
106510086;Ankara;1
106510086;Kayseri;28
106510088;Ankara;2
106510088;İstanbul;3
106510088;Gümüşhane;1
106510088;Konya;1
106510088;Mersin;1
106510088;Sivas;1
106510088;Iğdır;1
106510088;Kahramanmaraş;2
106510088;Samsun;1
106510088;Kayseri;38
106510088;Malatya;1
106510059;İstanbul;1
106510059;Kahramanmaraş;1
106510059;Kayseri;51
106510059;Malatya;1
106510059;Muğla;1
106510059;Bursa;1
106510059;Kırklareli;1
106510059;Yozgat;1
106510059;Diyarbakır;1
106510059;Konya;1
106510059;Ordu;1
106510059;Ankara;1
200110265;Samsun;1
200110265;İzmir;2
200110265;Gümüşhane;1
200110265;İstanbul;8
200110265;Şanlıurfa;1
200110265;Balıkesir;1
200110265;Adana;2
200110265;Isparta;1
200110265;Çanakkale;1
200110265;Antalya;2
200110265;Denizli;1
200110265;Ankara;2
200110265;Aydın;1
200110265;Gaziantep;2
200110265;Zonguldak;1
200110265;Adıyaman;1
200110265;Kocaeli;2
200110265;Bursa;1
200110265;Mardin;1
200110265;Sakarya;1
200110274;İstanbul;2
200110274;Antalya;1
200110274;Hakkari;1
200110274;Kocaeli;1
200110274;Adana;1
200110274;Konya;2
200190060;Kocaeli;1
200190060;Antalya;1
200190060;İstanbul;5
200190060;İzmir;1
200190060;Adana;1
200190060;Gaziantep;2
200190060;Bursa;1
200110211;İzmir;1
200110211;Kocaeli;1
200110211;Kahramanmaraş;1
200110211;Eskişehir;2
200110211;Antalya;1
200110229;Bursa;2
200110229;Adana;1
200110229;Gaziantep;2
200110229;Hatay;1
200110229;İstanbul;24
200110229;İzmir;3
200110229;Kocaeli;1
200110114;Balıkesir;2
200110114;Erzincan;1
200110114;Diyarbakır;1
200110114;İzmir;1
200110114;Bursa;3
200110114;Gaziantep;3
200110114;Kırklareli;1
200110114;Tekirdağ;1
200110114;Adana;1
200110114;Antalya;1
200110114;Kayseri;1
200110114;Hatay;1
200110114;Kahramanmaraş;3
200110114;Ordu;1
200110114;Kocaeli;2
200110114;Aydın;2
200110114;Yalova;1
200110114;İstanbul;16
200110123;Malatya;1
200110123;İstanbul;5
200110123;Konya;1
200110123;Eskişehir;1
200110123;Antalya;1
200190040;Ordu;1
200190040;Bursa;1
200190040;Konya;1
200190040;İstanbul;2
200190040;Kahramanmaraş;2
200190040;Sakarya;1
200190040;Burdur;1
200190050;Antalya;1
200190050;Gaziantep;1
200190050;Muğla;1
200190050;Kütahya;1
200190050;İzmir;2
200190050;Şanlıurfa;1
200190050;Bursa;1
200190050;İstanbul;20
200190050;Adana;2
200190050;Sakarya;2
200190051;İstanbul;4
200190051;Mersin;2
200190051;Bartın;2
200190052;Çanakkale;1
200190052;Gaziantep;1
200190052;İstanbul;7
200190052;Muğla;1
200190026;Bursa;2
200190026;Muğla;1
200190026;İstanbul;1
200190027;Konya;1
200190027;Mersin;1
200190027;İstanbul;11
200190027;Adana;1
200190027;Yalova;1
200190027;Belli Değil;1
200110202;Erzurum;1
200110202;Antalya;1
200110202;İstanbul;2
200110202;İzmir;1
200110292;Sakarya;1
200110292;Konya;1
200110292;Hatay;1
200110292;Balıkesir;2
200110292;Kocaeli;2
200110292;İstanbul;23
200110292;Edirne;1
200190061;Erzurum;1
200190061;Bursa;1
200190061;Mersin;2
200190061;Sakarya;1
200190061;İstanbul;6
200110141;Muğla;1
200110141;Ankara;1
200110141;Yalova;1
200110141;Kırşehir;1
200110141;Zonguldak;1
200110141;Bursa;1
200110141;İstanbul;3
200110168;Antalya;1
200110168;Tekirdağ;1
200110168;Sakarya;2
200110168;Kocaeli;4
200110168;Konya;1
200110168;Malatya;2
200110168;Hatay;1
200110168;Manisa;1
200110168;Denizli;1
200110168;Balıkesir;1
200110168;Kırklareli;1
200110168;Adana;1
200110168;İstanbul;16
200110168;Bursa;3
200110168;Mersin;2
200110168;Bolu;2
200190055;Kayseri;1
200190055;Uşak;2
200190055;Bursa;1
200190055;İzmir;2
200190055;Sakarya;1
200190055;İstanbul;3
200190055;Ankara;1
200190056;İstanbul;5
200190056;Düzce;1
200190056;Sivas;1
200190056;Kocaeli;2
200190057;Kayseri;1
200190057;Balıkesir;3
200190057;Şanlıurfa;1
200190057;Kocaeli;3
200190057;Bolu;1
200190057;Antalya;1
200190057;Adana;1
200190057;Giresun;2
200190057;Malatya;1
200190057;İstanbul;15
200190057;Tekirdağ;1
200190057;Yalova;1
200190057;Yozgat;1
200190057;Afyonkarahisar;1
200190057;Aydın;1
200190057;Bursa;4
200190057;Gaziantep;2
200110044;Kocaeli;1
200110044;Çanakkale;1
200110044;Kırklareli;2
200110044;Kayseri;1
200110044;İstanbul;4
200110326;Kırklareli;1
200110326;Aydın;1
200110326;Antalya;2
200110326;Muğla;4
200110326;Balıkesir;1
200110326;İstanbul;25
200110326;Sakarya;2
200110326;Bursa;1
200110326;Elazığ;1
200110326;Edirne;1
200110326;Burdur;1
200110326;Eskişehir;1
200110326;Şanlıurfa;1
200110326;Ankara;1
200110326;Afyonkarahisar;1
200110326;Bartın;2
200110326;Kahramanmaraş;1
200110326;Mersin;2
200110326;Tekirdağ;2
200110053;Hatay;1
200110053;İstanbul;4
200110053;Ordu;1
200110053;Muş;1
200110053;Şanlıurfa;1
200110053;Düzce;1
200110053;Siirt;1
200110053;Kırıkkale;1
200110053;Kocaeli;1
200110159;Sakarya;1
200110159;İstanbul;41
200110159;Kocaeli;1
200110159;Aydın;1
200110159;Zonguldak;1
200110159;Antalya;2
200110159;Malatya;1
200110159;Hatay;1
200110159;Samsun;1
200110159;Tokat;2
200110159;Mardin;1
200110159;Burdur;1
200110159;Ankara;1
200110159;Ordu;1
200110159;Bursa;2
200110159;Kırklareli;1
200110159;Iğdır;1
200110159;Gaziantep;1
200110159;Şanlıurfa;3
200110159;Yozgat;1
200110159;Ardahan;1
200110159;Adana;1
200110159;Manisa;1
200190053;Şanlıurfa;1
200190053;Tokat;1
200190053;İstanbul;5
200190053;Bursa;1
200190053;Erzurum;1
200190054;Kocaeli;2
200190054;İstanbul;33
200190054;Balıkesir;1
200190054;Denizli;1
200190054;Antalya;3
200190054;Adana;2
200190054;Bursa;1
200190054;Konya;1
200190054;Sivas;1
200190054;Gümüşhane;1
200190054;Amasya;1
200190054;Muğla;1
200190054;İzmir;1
200190054;Burdur;1
200190054;Erzincan;1
200110026;Bursa;2
200110026;İstanbul;2
200110177;İstanbul;16
200110177;İzmir;1
200110177;Çanakkale;2
200110177;Edirne;1
200110177;Adana;1
200110071;Diyarbakır;3
200110071;İstanbul;2
200110071;Aydın;1
200110071;İzmir;2
200110071;Uşak;1
200110071;Konya;1
200110071;Gümüşhane;1
200110071;Kayseri;2
200110071;Isparta;1
200110071;Adana;1
200110071;Gaziantep;5
200110238;Kocaeli;1
200110238;İzmir;1
200110238;Gaziantep;1
200110238;Adana;3
200110238;Ankara;2
200110238;Bursa;1
200110238;Hatay;2
200110238;Erzurum;1
200110238;Amasya;1
200110238;Antalya;1
200110238;İstanbul;3
200110238;Osmaniye;2
200110238;Sivas;1
110410223;Bursa;1
110410223;Gaziantep;3
110410223;Giresun;1
110410223;Mardin;1
110410223;Elazığ;1
110410223;Diyarbakır;1
110410223;Balıkesir;1
110410223;Denizli;1
110410223;Sivas;1
110410223;Eskişehir;1
110410223;Şanlıurfa;1
110410223;Ankara;5
110410223;Tokat;2
110410223;Antalya;7
110410223;Samsun;1
110410223;Mersin;4
110410223;Kütahya;1
110410223;İstanbul;7
110410223;Konya;1
110410223;Sakarya;1
110410223;Isparta;1
110410223;Adıyaman;1
110410223;İzmir;5
110410223;Adana;10
110410223;Aksaray;1
110410223;Kahramanmaraş;1
110410223;Batman;1
110410227;Mersin;5
110410227;Niğde;1
110410227;Balıkesir;1
110410227;İzmir;2
110410227;Sivas;1
110410227;Osmaniye;2
110410227;Adana;39
110410227;Kütahya;1
110410227;Karaman;1
110410227;Kocaeli;1
110410227;Malatya;1
110410227;Erzincan;1
110410227;Hatay;6
110410213;İzmir;1
110410213;Gaziantep;2
110410213;İstanbul;1
110410213;Antalya;1
110410213;Kayseri;1
110410213;Yozgat;1
110410213;Şanlıurfa;2
110410213;Kahramanmaraş;4
110410213;Ağrı;1
110410213;Mersin;5
110410213;Aksaray;1
110410213;Erzurum;1
110410213;Hatay;4
110410213;Adana;37
110410228;Gaziantep;1
110410228;Niğde;1
110410228;Malatya;2
110410228;Hatay;2
110410228;Aksaray;1
110410228;Osmaniye;1
110410228;Kocaeli;2
110410228;İzmir;1
110410228;Mersin;7
110410228;Adana;27
110410228;İstanbul;2
110410228;Karaman;2
110410228;Yalova;2
110410228;Ankara;1
110410028;Manisa;2
110410028;Sivas;2
110410028;Van;1
110410028;Kayseri;2
110410028;Konya;1
110410028;Bursa;2
110410028;Ankara;2
110410028;İstanbul;1
110410028;Hatay;2
110410028;Denizli;1
110410028;Kahramanmaraş;2
110410028;Malatya;1
110410028;Karaman;1
110410028;Gaziantep;5
110410028;Diyarbakır;1
110410028;Mersin;8
110410028;Çorum;1
110410028;Balıkesir;1
110410028;Niğde;1
110410028;Osmaniye;3
110410028;Zonguldak;1
110410028;Erzurum;1
110410028;Samsun;1
110410028;Adana;14
110410028;Tokat;1
110410028;Antalya;2
110410028;Kocaeli;2
110410224;Karaman;1
110410224;Giresun;1
110410224;Konya;6
110410224;Niğde;1
110410224;Van;2
110410224;Çorum;1
110410224;Adana;26
110410224;Adıyaman;3
110410224;Kahramanmaraş;4
110410224;Mersin;4
110410224;Aydın;2
110410224;İstanbul;1
110410224;Osmaniye;3
110410224;Şanlıurfa;1
110410224;Kayseri;3
110410224;Hatay;4
110410224;Çanakkale;1
110410224;İzmir;2
110410224;Afyonkarahisar;1
110410224;Gaziantep;2
110410224;Malatya;1
110410224;Erzurum;1
110410224;Mardin;1
110410143;Kilis;1
110410143;Malatya;2
110410143;Adana;29
110410143;Konya;3
110410143;Gaziantep;4
110410143;Bursa;2
110410143;İzmir;1
110410143;Kayseri;2
110410143;Isparta;1
110410143;Mersin;9
110410143;İstanbul;3
110410143;Zonguldak;1
110410143;Kahramanmaraş;1
110410143;Hatay;7
110410143;Adıyaman;1
110410143;Antalya;3
110410143;Samsun;2
110410064;Adana;5
110410064;Hatay;1
110410064;Ankara;1
110410064;İzmir;1
110410064;Mersin;1
110410019;Hatay;4
110410019;Balıkesir;1
110410019;Kırşehir;1
110410019;Mersin;7
110410019;İstanbul;1
110410019;Adana;33
110410019;Yozgat;2
110410019;Kahramanmaraş;3
110410019;Malatya;1
110410019;Kocaeli;1
110410019;Ankara;2
110410019;Aksaray;2
110410019;Konya;1
110410019;Diyarbakır;1
110410019;Gaziantep;1
110410019;Uşak;1
110410037;Ankara;2
110410037;Diyarbakır;1
110410037;Adıyaman;1
110410037;Adana;31
110410037;Antalya;2
110410037;Kayseri;1
110410037;Mersin;4
110410037;Gaziantep;3
110410037;Hatay;6
110410037;İstanbul;3
110410037;Malatya;1
110410037;Kahramanmaraş;1
110410037;Bursa;1
110410037;Kırklareli;1
110410037;Konya;2
110410037;Giresun;1
110410037;Niğde;1
110410225;Sakarya;1
110410225;Batman;1
110410225;İzmir;1
110410225;Mersin;5
110410225;Osmaniye;1
110410225;Gaziantep;1
110410225;Adana;8
110410179;Ankara;1
110410179;Adana;2
110410179;Antalya;1
110410046;Muş;1
110410046;Ankara;1
110410046;Mersin;1
110410046;Adana;9
110410046;İstanbul;1
110410082;Adana;1
110410082;Şanlıurfa;1
110410073;Konya;1
110410073;Hatay;1
110410073;Adana;44
110410073;Mersin;5
110410073;Osmaniye;2
110410073;Kocaeli;1
110410073;Ankara;1
110410073;İstanbul;2
110410073;Gaziantep;2
110410073;Bursa;2
110410073;Kahramanmaraş;1
110410222;Kayseri;1
110410222;Trabzon;1
110410222;Aydın;1
110410222;Ağrı;1
110410222;Eskişehir;1
110410222;İstanbul;2
110410222;Afyonkarahisar;1
110410222;Konya;1
110410222;Erzurum;1
110410222;Gaziantep;3
110410222;Aksaray;1
110410222;Muş;1
110410222;Mersin;1
110410222;Osmaniye;2
110410222;Hatay;6
110410222;Adana;28
110410226;Şanlıurfa;1
110410226;Konya;1
110410226;Gaziantep;2
110410226;Mersin;3
110410226;Hatay;3
110410226;Antalya;1
110410226;Adana;31
110410226;Kahramanmaraş;5
110410226;Batman;1
110410226;Osmaniye;1
110410226;Bursa;1
110410226;Aksaray;1
110410226;İstanbul;1
100210362;Konya;1
100210362;Kırşehir;1
100210362;Manisa;3
100210362;Erzurum;1
100210362;Aydın;1
100210362;Antalya;1
100210362;Kırıkkale;1
100210362;Gaziantep;6
100210362;Van;1
100210362;Adıyaman;16
100210362;Kütahya;1
100210362;Osmaniye;3
100210362;Bitlis;1
100210362;Ankara;3
100210362;Iğdır;1
100210362;Kahramanmaraş;7
100210362;İzmir;3
100210362;Şanlıurfa;4
100210362;Şırnak;1
100210362;İstanbul;3
100210362;Mersin;3
100210362;Muş;1
100210362;Hatay;3
100210362;Adana;3
100210362;Elazığ;1
100210362;Ordu;1
100210362;Malatya;5
100210362;Kocaeli;1
100210362;Diyarbakır;5
100210353;Çanakkale;2
100210353;Malatya;6
100210353;Muğla;1
100210353;Ordu;2
100210353;İstanbul;6
100210353;Sakarya;1
100210353;Bursa;2
100210353;Kastamonu;1
100210353;Hatay;4
100210353;Şanlıurfa;9
100210353;Adıyaman;11
100210353;Gaziantep;8
100210353;Aksaray;1
100210353;Diyarbakır;3
100210353;Denizli;1
100210353;Ankara;1
100210353;Osmaniye;1
100210353;Konya;3
100210353;Bolu;1
100210353;Zonguldak;1
100210353;Balıkesir;2
100210353;Manisa;2
100210353;Kahramanmaraş;1
100210353;Antalya;4
100210353;Mersin;2
100210353;Adana;5
100210353;Kırklareli;1
100210283;Kahramanmaraş;1
100210283;Van;1
100210283;Diyarbakır;9
100210283;Gaziantep;4
100210283;Malatya;2
100210283;Adıyaman;14
100210283;Osmaniye;1
100210283;Hatay;2
100210283;Kars;1
100210283;İstanbul;2
100210283;Erzurum;3
100210283;Trabzon;1
100210283;Bitlis;1
100210283;Batman;1
100210283;Muş;1
100210283;Aksaray;1
100210283;Kayseri;1
100210283;Siirt;3
100210283;Hakkari;1
100210283;Iğdır;1
100210283;Şanlıurfa;8
100210283;Ordu;1
100210283;Elazığ;2
100210017;Mersin;1
100210017;Adıyaman;12
100210017;Şırnak;1
100210017;Gaziantep;7
100210017;Adana;1
100210017;Kilis;1
100210017;Şanlıurfa;4
100210017;Malatya;1
100210017;Diyarbakır;1
100210017;Batman;1
100210017;Kahramanmaraş;1
100210026;Mardin;1
100210026;Malatya;6
100210026;Gaziantep;2
100210026;Kahramanmaraş;3
100210026;Osmaniye;2
100210026;Şanlıurfa;3
100210026;Adıyaman;27
100210026;Hatay;1
100210026;Diyarbakır;5
100210026;Batman;2
100210098;Kahramanmaraş;3
100210098;Siirt;1
100210098;Diyarbakır;6
100210098;Bitlis;1
100210098;İstanbul;1
100210098;Sakarya;1
100210098;Mardin;2
100210098;Gaziantep;4
100210098;Elazığ;1
100210098;Şırnak;1
100210098;Sivas;1
100210098;Batman;1
100210098;Şanlıurfa;17
100210098;Malatya;1
100210098;Osmaniye;1
100210098;Adıyaman;20
100290069;Sakarya;1
100290069;Gaziantep;4
100290069;Batman;1
100290069;Şanlıurfa;16
100290069;Mardin;3
100290069;Elazığ;1
100290069;Muş;1
100290069;Malatya;1
100290069;Siirt;2
100290069;Ağrı;1
100290069;Bitlis;1
100290069;Kahramanmaraş;3
100290069;Bingöl;1
100290069;Diyarbakır;9
100290069;Adıyaman;17
100210105;Elazığ;2
100210105;Kahramanmaraş;7
100210105;Aydın;2
100210105;Mardin;3
100210105;Adıyaman;21
100210105;Şanlıurfa;7
100210105;Kırşehir;1
100210105;Manisa;1
100210105;Gaziantep;4
100210105;Muş;1
100210105;Batman;1
100210105;Yozgat;1
100210105;Osmaniye;1
100210105;Kayseri;1
100210105;Diyarbakır;7
100210105;Kilis;1
100210105;Hatay;1
100210105;Mersin;2
100210105;Malatya;6
100210105;Adana;2
100210035;Ankara;1
100210035;Mardin;3
100210035;Adıyaman;22
100210035;Malatya;2
100210035;Şanlıurfa;6
100210035;Gaziantep;3
100210035;Diyarbakır;10
100210035;İstanbul;2
100210035;Kahramanmaraş;2
100210035;Batman;4
100210035;Şırnak;3
100210035;Osmaniye;3
100210035;Adana;1
100210044;Diyarbakır;1
100210044;İstanbul;1
100210044;Adana;1
100210044;Şanlıurfa;11
100210044;Gaziantep;2
100210044;Adıyaman;28
100210044;Hakkari;1
100210044;Kahramanmaraş;2
100210044;Şırnak;2
100210044;Van;1
100210044;Osmaniye;2
100210114;Diyarbakır;6
100210114;Gaziantep;2
100210114;Şanlıurfa;12
100210114;Malatya;1
100210114;Adıyaman;27
100210114;Batman;1
100210114;İstanbul;1
100210114;Elazığ;1
100210114;Van;1
100210317;İzmir;1
100210317;Van;1
100210317;Bursa;1
100210317;Antalya;1
100210317;Zonguldak;1
100210317;Adıyaman;15
100210317;Kahramanmaraş;1
100210317;Manisa;1
100210317;Iğdır;1
100210317;Elazığ;1
100210317;Malatya;1
100210317;Isparta;1
100210317;Belli Değil;1
100210177;Gaziantep;1
100210177;İstanbul;3
100210177;Diyarbakır;1
100210177;Malatya;2
100210177;Şanlıurfa;6
100210177;Niğde;1
100210177;Adıyaman;6
100210177;Balıkesir;1
100290057;Batman;2
100290057;Bursa;1
100290057;Ağrı;1
100290057;Mardin;2
100290057;Hatay;2
100290057;Mersin;1
100290057;Kocaeli;1
100290057;Van;5
100290057;İstanbul;2
100290057;Diyarbakır;8
100290057;Eskişehir;1
100290057;Malatya;1
100290057;Osmaniye;2
100290057;Şanlıurfa;4
100290057;Kahramanmaraş;1
100290057;Muş;1
100290057;Gaziantep;13
100290057;Adıyaman;13
100290057;Elazığ;1
100210053;Şanlıurfa;7
100210053;Adıyaman;21
100210053;Muş;1
100210053;İstanbul;1
100210053;Kahramanmaraş;2
100210053;Mersin;1
100210053;Gaziantep;4
100210053;Diyarbakır;2
100210053;Malatya;2
100210132;İstanbul;1
100210132;Adıyaman;30
100210132;Kahramanmaraş;2
100210132;Ankara;1
100210132;Manisa;1
100210132;Gaziantep;3
100210132;Çankırı;1
100210132;Şanlıurfa;11
100210132;Malatya;2
100210141;Mersin;1
100210141;Diyarbakır;2
100210141;İstanbul;1
100210141;Şanlıurfa;13
100210141;Hatay;1
100210141;Gümüşhane;1
100210141;Adıyaman;37
100210141;Gaziantep;2
100210141;Kahramanmaraş;3
100210141;Kilis;1
100210186;Kahramanmaraş;3
100210186;Kırşehir;1
100210186;Diyarbakır;1
100210186;Gaziantep;3
100210186;İstanbul;3
100210186;Malatya;1
100210186;Adıyaman;49
100210186;Şanlıurfa;7
100210186;Ağrı;1
100210186;Siirt;1
100210186;Adana;2
100210062;Kahramanmaraş;1
100210062;Şanlıurfa;11
100210062;İstanbul;1
100210062;Malatya;3
100210062;Adıyaman;38
100210062;Gaziantep;7
100210062;Diyarbakır;1
100210195;Gaziantep;9
100210195;Diyarbakır;1
100210195;Adıyaman;22
100210195;Adana;1
100210195;Batman;1
100210195;İstanbul;1
100210195;Şanlıurfa;3
100210195;Kahramanmaraş;2
100210195;Trabzon;1
100210202;Şanlıurfa;4
100210202;Hatay;1
100210202;İstanbul;1
100210202;Adıyaman;21
100210202;Gaziantep;4
100290058;Şanlıurfa;1
100290058;Tokat;1
100290058;Mersin;1
100290058;Gaziantep;2
100290058;Adıyaman;22
100290058;İstanbul;1
100290058;Hatay;1
100290058;Osmaniye;1
100290058;Kilis;1
100210211;Adana;1
100210211;Kahramanmaraş;4
100210211;Muğla;1
100210211;Mardin;1
100210211;Şanlıurfa;6
100210211;Hatay;3
100210211;Ordu;1
100210211;Gaziantep;7
100210211;Osmaniye;1
100210211;Kocaeli;1
100210211;Batman;2
100210211;İstanbul;1
100210211;Adıyaman;31
100210211;Kars;1
100210211;Giresun;1
100210371;Şanlıurfa;7
100210371;İstanbul;1
100210371;Niğde;1
100210371;Bolu;1
100210371;Adıyaman;73
100210371;Ankara;1
100210371;Mersin;1
100210371;Diyarbakır;1
100210371;Malatya;2
100210371;Batman;2
100210371;Uşak;1
100210371;Kahramanmaraş;1
100210371;Gaziantep;1
100210326;Adıyaman;10
100210326;Mersin;1
100210308;Adıyaman;15
100210335;Adıyaman;4
100290060;İstanbul;1
100290060;Adıyaman;3
100290060;Kahramanmaraş;1
100210071;Mardin;3
100210071;Adıyaman;36
100210071;Malatya;2
100210071;Van;1
100210071;Gaziantep;4
100210071;Ankara;1
100210071;Diyarbakır;3
100210071;Şanlıurfa;11
100210071;Kahramanmaraş;1
100210089;Mersin;2
100210089;Diyarbakır;13
100210089;Malatya;3
100210089;Elazığ;1
100210089;Mardin;1
100210089;Antalya;1
100210089;Batman;1
100210089;Şanlıurfa;9
100210089;Adıyaman;67
100210089;Adana;1
100210089;Gaziantep;4
100210398;Edirne;1
100210398;Kayseri;1
100210398;Malatya;2
100210398;Bingöl;1
100210398;Gaziantep;1
100210398;Şanlıurfa;3
100210398;Ağrı;1
100210398;Rize;1
100210398;Kahramanmaraş;1
100210398;Hakkari;1
100210398;Diyarbakır;1
100210398;Mersin;1
100210398;Erzurum;1
100210398;İstanbul;1
100210398;Mardin;1
100210398;Muş;2
100210398;Adıyaman;11
100210168;Şanlıurfa;5
100210168;Gaziantep;17
100210168;Çanakkale;1
100210168;Van;2
100210168;Batman;4
100210168;Balıkesir;1
100210168;Muş;1
100210168;Ankara;1
100210168;Trabzon;1
100210168;Elazığ;2
100210168;Adıyaman;21
100210168;İstanbul;4
100210168;Bingöl;3
100210168;Eskişehir;1
100210168;Bitlis;1
100210168;Bolu;1
100210168;Bursa;1
100210168;Antalya;2
100210168;Konya;2
100210168;Karabük;1
100210168;Yalova;1
100210168;Osmaniye;5
100210168;Malatya;11
100210168;Diyarbakır;12
100210168;Kilis;3
100210168;Mardin;4
100210168;Mersin;3
100210168;Denizli;1
100210168;İzmir;2
100210168;Samsun;1
100210168;Şırnak;5
100210168;Adana;11
100210168;Kahramanmaraş;7
100210168;Hatay;6
100290059;Samsun;1
100290059;Adıyaman;4
100290059;Muş;1
100290059;Bayburt;1
100290059;Ordu;1
100290059;Şanlıurfa;1
100290059;Van;3
100290059;Diyarbakır;4
100290059;Gaziantep;2
100290059;Ağrı;4
